,seq,is_true,is_ignore,crop_path,original_path,x0,x1,y0,y1,col
146,8,False,False,..\cropped_images\aachen_000084_000019_gF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000084_000019_leftImg8bit.png,1256,1283,470,526,g
147,9,True,False,..\cropped_images\aachen_000084_000019_rT_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000084_000019_leftImg8bit.png,1679,1729,276,393,r
148,10,False,False,..\cropped_images\aachen_000084_000019_rF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000084_000019_leftImg8bit.png,1257,1299,485,587,r
149,11,False,False,..\cropped_images\aachen_000084_000019_rF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000084_000019_leftImg8bit.png,1481,1523,493,595,r
150,0,False,False,..\cropped_images\aachen_000103_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000103_000019_leftImg8bit.png,674,694,282,316,r
151,1,True,False,..\cropped_images\aachen_000103_000019_rT_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000103_000019_leftImg8bit.png,1374,1394,366,400,r
152,2,True,False,..\cropped_images\aachen_000103_000019_rT_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000103_000019_leftImg8bit.png,1298,1318,368,402,r
153,3,False,False,..\cropped_images\aachen_000103_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000103_000019_leftImg8bit.png,1838,1858,506,540,r
154,4,False,False,..\cropped_images\aachen_000103_000019_gF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000103_000019_leftImg8bit.png,282,309,28,84,g
155,5,False,False,..\cropped_images\aachen_000103_000019_gF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000103_000019_leftImg8bit.png,304,331,204,260,g
156,6,False,False,..\cropped_images\aachen_000103_000019_gF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000103_000019_leftImg8bit.png,282,309,236,292,g
157,7,False,False,..\cropped_images\aachen_000103_000019_gF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000103_000019_leftImg8bit.png,306,333,236,292,g
158,8,False,False,..\cropped_images\aachen_000103_000019_gF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000103_000019_leftImg8bit.png,406,433,348,404,g
159,9,False,False,..\cropped_images\aachen_000103_000019_gF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000103_000019_leftImg8bit.png,282,328,0,92,g
160,0,True,False,..\cropped_images\aachen_000105_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,1978,1998,318,352,r
161,1,False,False,..\cropped_images\aachen_000105_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,1660,1680,368,402,r
162,2,False,False,..\cropped_images\aachen_000105_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,926,946,376,410,r
163,3,False,False,..\cropped_images\aachen_000105_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,832,852,440,474,r
164,4,False,False,..\cropped_images\aachen_000105_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,992,1012,440,474,r
165,5,False,False,..\cropped_images\aachen_000105_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,1454,1474,458,492,r
166,6,True,False,..\cropped_images\aachen_000105_000019_gT_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,1368,1395,0,16,g
167,7,False,False,..\cropped_images\aachen_000105_000019_gF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,842,869,204,260,g
168,8,False,False,..\cropped_images\aachen_000105_000019_gF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,764,791,206,262,g
169,9,False,False,..\cropped_images\aachen_000105_000019_gF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,744,771,218,274,g
170,10,False,True,..\cropped_images\aachen_000105_000019_gF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,498,525,252,308,g
171,11,False,False,..\cropped_images\aachen_000105_000019_rF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,851,901,252,369,r
172,12,False,False,..\cropped_images\aachen_000105_000019_rF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,915,965,364,481,r
173,13,False,False,..\cropped_images\aachen_000105_000019_rF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,987,1037,420,537,r
174,14,False,False,..\cropped_images\aachen_000105_000019_rF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,1451,1501,448,565,r
175,15,True,False,..\cropped_images\aachen_000105_000019_gT_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,494,540,204,320,g
176,16,False,False,..\cropped_images\aachen_000105_000019_rF_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000105_000019_leftImg8bit.png,833,875,253,355,r
177,0,False,False,..\cropped_images\aachen_000115_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1880,1900,108,142,r
178,1,False,False,..\cropped_images\aachen_000115_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1734,1754,292,326,r
179,2,False,False,..\cropped_images\aachen_000115_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,400,420,308,342,r
180,3,False,False,..\cropped_images\aachen_000115_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,380,400,312,346,r
181,4,False,False,..\cropped_images\aachen_000115_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,310,330,412,446,r
182,5,False,False,..\cropped_images\aachen_000115_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1452,1472,500,534,r
183,6,False,False,..\cropped_images\aachen_000115_000019_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1042,1062,506,540,r
184,7,False,False,..\cropped_images\aachen_000115_000019_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1456,1476,542,576,r
185,8,False,False,..\cropped_images\aachen_000115_000019_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1038,1058,548,582,r
186,9,False,False,..\cropped_images\aachen_000115_000019_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1043,1093,988,1024,r
187,10,True,False,..\cropped_images\aachen_000115_000019_rT_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1875,1925,100,217,r
188,11,False,False,..\cropped_images\aachen_000115_000019_rF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1731,1781,276,393,r
189,12,False,False,..\cropped_images\aachen_000115_000019_rF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1059,1109,396,513,r
190,13,False,False,..\cropped_images\aachen_000115_000019_rF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1447,1497,480,597,r
191,14,False,False,..\cropped_images\aachen_000115_000019_rF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1039,1089,488,605,r
192,15,False,False,..\cropped_images\aachen_000115_000019_rF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1451,1501,524,641,r
193,16,False,False,..\cropped_images\aachen_000115_000019_rF_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1035,1085,528,645,r
194,17,False,False,..\cropped_images\aachen_000115_000019_gF_00017.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1042,1088,384,500,g
195,18,False,False,..\cropped_images\aachen_000115_000019_rF_00018.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000115_000019_leftImg8bit.png,1457,1499,533,635,r
196,0,False,True,..\cropped_images\aachen_000116_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000116_000019_leftImg8bit.png,1450,1470,320,354,r
197,1,False,False,..\cropped_images\aachen_000116_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000116_000019_leftImg8bit.png,1412,1432,324,358,r
198,2,False,False,..\cropped_images\aachen_000116_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000116_000019_leftImg8bit.png,332,352,478,512,r
199,0,False,False,..\cropped_images\aachen_000120_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000120_000019_leftImg8bit.png,922,942,474,508,r
200,1,False,False,..\cropped_images\aachen_000120_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000120_000019_leftImg8bit.png,1051,1101,460,577,r
201,2,False,False,..\cropped_images\aachen_000120_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000120_000019_leftImg8bit.png,1066,1086,1010,1024,r
202,3,False,False,..\cropped_images\aachen_000120_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000120_000019_leftImg8bit.png,915,965,456,573,r
203,0,True,False,..\cropped_images\aachen_000122_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000122_000019_leftImg8bit.png,986,1006,234,268,r
204,1,True,False,..\cropped_images\aachen_000122_000019_rT_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000122_000019_leftImg8bit.png,1132,1152,348,382,r
205,2,True,False,..\cropped_images\aachen_000122_000019_rT_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000122_000019_leftImg8bit.png,512,532,354,388,r
206,3,False,False,..\cropped_images\aachen_000122_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000122_000019_leftImg8bit.png,736,756,400,434,r
207,4,False,False,..\cropped_images\aachen_000122_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000122_000019_leftImg8bit.png,882,902,430,464,r
208,5,False,False,..\cropped_images\aachen_000122_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000122_000019_leftImg8bit.png,1632,1652,436,470,r
209,6,False,False,..\cropped_images\aachen_000122_000019_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000122_000019_leftImg8bit.png,832,852,452,486,r
210,7,False,False,..\cropped_images\aachen_000122_000019_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000122_000019_leftImg8bit.png,1054,1074,460,494,r
211,8,False,False,..\cropped_images\aachen_000122_000019_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000122_000019_leftImg8bit.png,1678,1698,464,498,r
212,0,False,False,..\cropped_images\aachen_000127_000019_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000127_000019_leftImg8bit.png,1566,1586,14,48,r
213,1,False,False,..\cropped_images\aachen_000127_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000127_000019_leftImg8bit.png,1320,1340,266,300,r
214,2,True,False,..\cropped_images\aachen_000127_000019_rT_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000127_000019_leftImg8bit.png,646,666,340,374,r
215,3,False,False,..\cropped_images\aachen_000127_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000127_000019_leftImg8bit.png,780,800,390,424,r
216,4,False,False,..\cropped_images\aachen_000127_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000127_000019_leftImg8bit.png,818,838,392,426,r
217,5,False,True,..\cropped_images\aachen_000127_000019_gF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000127_000019_leftImg8bit.png,654,681,0,50,g
218,6,False,True,..\cropped_images\aachen_000127_000019_gF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000127_000019_leftImg8bit.png,242,269,232,288,g
219,7,False,False,..\cropped_images\aachen_000127_000019_gF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000127_000019_leftImg8bit.png,450,477,420,476,g
220,8,False,False,..\cropped_images\aachen_000127_000019_gF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000127_000019_leftImg8bit.png,656,683,448,504,g
221,9,True,False,..\cropped_images\aachen_000127_000019_rT_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000127_000019_leftImg8bit.png,651,701,16,133,r
222,10,False,False,..\cropped_images\aachen_000127_000019_rF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000127_000019_leftImg8bit.png,1315,1365,256,373,r
223,0,True,False,..\cropped_images\aachen_000128_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000128_000019_leftImg8bit.png,982,1002,278,312,r
224,1,False,False,..\cropped_images\aachen_000128_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000128_000019_leftImg8bit.png,1250,1270,372,406,r
225,2,True,False,..\cropped_images\aachen_000128_000019_rT_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000128_000019_leftImg8bit.png,904,924,378,412,r
226,3,False,False,..\cropped_images\aachen_000128_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000128_000019_leftImg8bit.png,996,1016,402,436,r
227,4,False,False,..\cropped_images\aachen_000128_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000128_000019_leftImg8bit.png,826,846,404,438,r
228,5,False,False,..\cropped_images\aachen_000128_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000128_000019_leftImg8bit.png,924,944,408,442,r
229,6,False,False,..\cropped_images\aachen_000128_000019_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000128_000019_leftImg8bit.png,900,920,426,460,r
230,7,False,False,..\cropped_images\aachen_000128_000019_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000128_000019_leftImg8bit.png,1864,1884,442,476,r
231,0,True,False,..\cropped_images\aachen_000131_000019_rT_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,658,678,358,392,r
232,1,False,False,..\cropped_images\aachen_000131_000019_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,572,592,396,430,r
233,2,False,False,..\cropped_images\aachen_000131_000019_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,900,920,420,454,r
234,3,False,False,..\cropped_images\aachen_000131_000019_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,874,894,422,456,r
235,4,False,False,..\cropped_images\aachen_000131_000019_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,1086,1106,438,472,r
236,5,False,False,..\cropped_images\aachen_000131_000019_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,1634,1654,442,476,r
237,6,False,False,..\cropped_images\aachen_000131_000019_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,1220,1240,446,480,r
238,7,False,False,..\cropped_images\aachen_000131_000019_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,1150,1170,450,484,r
239,8,False,False,..\cropped_images\aachen_000131_000019_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,1052,1072,454,488,r
240,9,False,False,..\cropped_images\aachen_000131_000019_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,1190,1210,464,498,r
241,10,False,False,..\cropped_images\aachen_000131_000019_rF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,1304,1324,478,512,r
242,11,False,False,..\cropped_images\aachen_000131_000019_rF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,1474,1494,480,514,r
243,12,True,False,..\cropped_images\aachen_000131_000019_gT_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,926,953,204,260,g
244,13,True,False,..\cropped_images\aachen_000131_000019_gT_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,1064,1091,332,388,g
245,14,True,False,..\cropped_images\aachen_000131_000019_gT_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,664,691,346,402,g
246,15,False,False,..\cropped_images\aachen_000131_000019_rF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\aachen\aachen_000131_000019_leftImg8bit.png,1139,1189,436,553,r
